Name (or Code),RIC,ISIN,CUSIP/CINS,Type of Equity,Exchange,Country of Issuer
Spac One AG,SPC1.D,DE000A3CQ5L6,D7T4DY103,Ordinary Share,Dusseldorf Stock Exchange,Germany
Terentius Se,9MQ.D,DE000A3CMG80,D8T4KT104,Ordinary Share,Dusseldorf Stock Exchange,Germany
Concado Se,4JQ.D,DE000A3H3L28,D1T31Z108,Ordinary Share,Dusseldorf Stock Exchange,Germany
Dessixx AG,5KZ.D,DE000A3CNNN7,D1T3AZ108,Ordinary Share,Dusseldorf Stock Exchange,Germany
Spac Two AG,5KN.D,DE000A3CQZ00,D7T4DZ100,Ordinary Share,Dusseldorf Stock Exchange,Germany
Venturio SE,3YO.D,DE000A3H3L10,D8598Z109,Ordinary Share,Dusseldorf Stock Exchange,Germany
Audi AG,AUDVF.PK,DE0006757008,D04312100,Ordinary Share,US 'Other OTC' and Grey Market,Germany
Berchtesgadener Bergbahn AG,BGBG.MU,DE0008214800,D08848109,Ordinary Share,Munich Stock Exchange,Germany
Fleischerei Bedarf AG von 1923,FLEG.MU,DE0005770200,D2627M106,Ordinary Share,Munich Stock Exchange,Germany
Vereinigte Filzfabriken AG,VFFG.MU,DE0007617003,D86258106,Ordinary Share,Munich Stock Exchange,Germany
DGH Deutsche Grundwert Holding AG,5TRG.H,DE000A0B6VN9,D8486V103,Ordinary Share,Hamburg Stock Exchange,Germany
Red Rock Capital AG,BYBKk.BE,DE000A1RFML1,D1182N178,Ordinary Share,Berlin Stock Exchange,Germany
Pyrum Innovations AG,PYRUM.OL,DE000A2G8ZX8,D6S3TK101,Ordinary Share,Oslo Stock Exchange,Germany
H&K AG,MLHK.EUA,DE000A11Q133,D3R6AD108,Ordinary Share,EURONEXT ACCESS PARIS,Germany
Acron GmbH,AHAN.BN,CH0102012843,H0039F111,Ordinary Share,Berne Stock Exchange,Germany
VOQUZ Labs AG,VQLA.VI,DE000A3CSTW4,D94704109,Ordinary Share,Vienna Stock Exchange - Cash Market,Germany
JJ Entertainment SE,JJSE.VI,DE000A2G8258,D3S43J107,Ordinary Share,Vienna Stock Exchange - Cash Market,Germany
Dr Bock Industries AG,DBI.VI,DE000A2AABY2,D10334106,Ordinary Share,Vienna Stock Exchange - Cash Market,Germany
Amatheon Agri Holding NV,MLAAH.EUA,NL0010273694,N0306Q108,Ordinary Share,EURONEXT ACCESS PARIS,Germany
Ecolutions GmbH & Co KgaA,MLECO.EUA,DE000A0XYM45,D24455111,Ordinary Share,EURONEXT ACCESS PARIS,Germany
Klassik Radio AG,KA8Gn.DE,DE0007857476,D4035T129,Ordinary Share,Xetra,Germany
Private Assets AG,LSNAG.BE,DE000A3H2234,D6190S135,Ordinary Share,Berlin Stock Exchange,Germany
Aleia Holding AG,EBGKk.H,DE000A161291,D0887E137,Ordinary Share,Hamburg Stock Exchange,Germany
EUROKAI GmbH & Co KgaA,EUKG.H,DE0005706501,D25527157,Ordinary Share,Hamburg Stock Exchange,Germany
Wurmtal Beteiligungen AG,B9VG.H,DE0005176309,D1468N108,Ordinary Share,Hamburg Stock Exchange,Germany
Securize IT Solutions AG,M14K.MU,DE000A2TSS58,D5S3C1129,Ordinary Share,Munich Stock Exchange,Germany
euromicron AG,EUCCe.BE,DE000A2YPJN6,D2553F125,Ordinary Share,Berlin Stock Exchange,Germany
Nabag Anlage und Beteiligungs AG,NABGy.H,DE0006749807,D5566H103,Ordinary Share,Hamburg Stock Exchange,Germany
Pyrolyx AG,PLXZZ.AX,AU0000PLXZZ2,D6S3PZ169,Ordinary Share,Australian Stock Exchange Ltd,Germany
Marley Spoon AG,MMMXX.AX,AU0000086787,undefined,Ordinary Share,Australian Stock Exchange Ltd,Germany
Linde Ord Shs,LIN1.DE^J18,DE000A2E4L75,D50348271,Ordinary Share,Xetra,Germany
STADA Arzneimittel V Ord Shs,SAZA.DE^F17,DE000A2E4R04,D7T913137,Ordinary Share,Xetra,Germany
Innogy Z Verk Ord Shs,IGYB.DE^I19,DE000A2LQ2L3,D3R8BR102,Ordinary Share,Xetra,Germany
Bayer Schering Pharma Ord Shs,SCHG.DE^I08,DE0007172009,D0845K100,Ordinary Share,Xetra,Germany
mobilcom AG Ord Shs,MOBG.DE^C07,DE0006622400,D5447S104,Ordinary Share,Xetra,Germany
Wincor Nixdorf Ord Shs,WIN1.DE^H16,DE000A169QN2,D96954108,Ordinary Share,Xetra,Germany
Vereins- und Westbank Ord Shs,VHBG.F^K04,DE0008117003,D87512105,Ordinary Share,Frankfurt Stock Exchange,Germany
Freenet.de AG Ord Shs,FRNG.DE^C07,DE0005792006,D4699M105,Ordinary Share,Xetra,Germany
Bayerische Hypo-Und Vereinsbank Ord Shs,HVMG.DE^I08,DE0008022005,D8503V102,Ordinary Share,Xetra,Germany
Tognum Ord Shs,TGMGv.DE^H11,DE000A1KRPA7,D836B5117,Ordinary Share,Xetra,Germany
Cmrzbk Restquotn Ord Shs,CBRq.F^I08,DE0008033069,D15699107,Ordinary Share,Frankfurt Stock Exchange,Germany
Demag Cranes Ord Shs,D9CAv.DE^H11,DE000A1KRMM9,D17567112,Ordinary Share,Xetra,Germany
Harpen Common Stock,HAPG.F^H05,DE0006034002,D30911107,Ordinary Share,Frankfurt Stock Exchange,Germany
T-Online Ord Shs,TOIGn.DE^G06,DE0005557706,D8407E107,Ordinary Share,Xetra,Germany
AVA Allgmn Hndls Common Stock,AVAG.DE^B06,DE0005088504,D04536112,Ordinary Share,Xetra,Germany
EM.TV Ordinary Shares,ETVG.DE^D04,DE0005684807,D2467E107,Ordinary Share,Xetra,Germany
Buderus AG Ord Shs,BUDG.DE^H04,DE0005278006,D14224105,Ordinary Share,Xetra,Germany
ALTANA Ord Shs,ALTG.DE^H10,DE0007600801,D03304108,Ordinary Share,Xetra,Germany
Neckarwerke Common Stock,NEWG.F^F03,DE0006758006,D56048107,Ordinary Share,Frankfurt Stock Exchange,Germany
SPAR Handels-AG Common Stock,SPAG.F^D05,DE0007246902,D71353102,Ordinary Share,Frankfurt Stock Exchange,Germany
Renk V Ord Shs,ZARGv.F^J20,DE000A254278,D64142132,Ordinary Share,Frankfurt Stock Exchange,Germany
Roth & Rau V Ord Shs,R8RNv.DE^H11,DE000A1KRK65,D66040144,Ordinary Share,Xetra,Germany
Degussa Ord Shs,DGXG.DE^I06,DE0005421903,D1722L112,Ordinary Share,Xetra,Germany
Ruetgers AG Common Stock,RUEG.F^H03,DE0007072001,D66251105,Ordinary Share,Frankfurt Stock Exchange,Germany
Kaufhalle AG Common Stock,KHAG.F^K05,DE0006281306,D3851N109,Ordinary Share,Frankfurt Stock Exchange,Germany
Hypo Real Estate Holding Ord Shs,HRXG.DE^J09,DE0008027707,D3449E108,Ordinary Share,Xetra,Germany
Thuega AG Common Stock,TGAG.F^E04,DE0007481004,D83579116,Ordinary Share,Frankfurt Stock Exchange,Germany
Isra Vision V Ord Shs,ISR1v.DE^F20,DE000A254W60,D36816136,Ordinary Share,Xetra,Germany
Kontron Ord Shs,KBCG.DE^H17,DE0006053952,D2233E118,Ordinary Share,Xetra,Germany
Comdirect Bank Ord Shs,CDBG.DE^K20,DE0005428007,D1548W102,Ordinary Share,Xetra,Germany
KWG Kommunale Wohnen Ord Shs,BIWG.DE^D16,DE0005227342,D4848G124,Ordinary Share,Xetra,Germany
Axel Springer V Ord Shs,SPRG.DE^L19,DE000A2YPGA9,D0538Q125,Ordinary Share,Xetra,Germany
Radeberger Common Stock,BINB.F^H04,DE0007195000,D11704109,Ordinary Share,Frankfurt Stock Exchange,Germany
SAP Systems Ord Shs,SSIG.DE^F07,DE0005011118,D6702B109,Ordinary Share,Xetra,Germany
Curetis Ord Shs,CURE.AS^E20,NL0011509294,N2451Q107,Ordinary Share,Euronext Amsterdam,Germany
RWE DEA Common Stock,DEAG.F^J04,DE0005509004,D6S38U110,Ordinary Share,Frankfurt Stock Exchange,Germany
Wurttembergische Hypothekenbank Ord Shs,WHYG.F^G05,DE0008124009,D97648113,Ordinary Share,Frankfurt Stock Exchange,Germany
BHW Holding AG Ord Shs,BHWH.DE^B08,DE0005223903,D1139X105,Ordinary Share,Xetra,Germany
RIB Software Ord Shs,RIB.F^L21,DE000A0Z2XN6,D6529D114,Ordinary Share,Frankfurt Stock Exchange,Germany
CHORUS Clean Energy Ord Shs,CU1V.DE^J16,DE000A2BPSE4,D1498C130,Ordinary Share,Xetra,Germany
Schramm Holding AG Ord Shs,0955.HK^D12,DE000A0L1JZ7,D8289C104,Ordinary Share,The Stock Exchange of Hong Kong Ltd,Germany
Armstrong DLW AG Common Stock,DLWG.F^A06,DE0005518005,D04113102,Ordinary Share,Frankfurt Stock Exchange,Germany
Stinnes AG Common Stock,SNSG.F^E03,DE0007264301,D8125C102,Ordinary Share,Frankfurt Stock Exchange,Germany
E.ON Bayern Common Stock,ISAG.F^G04,DE0005045009,D24917110,Ordinary Share,Frankfurt Stock Exchange,Germany
Felten & Guillea Common Stock,FELG.F^K05,DE0005766901,D26037107,Ordinary Share,Frankfurt Stock Exchange,Germany
Generali Deutschland Holding Ord Shs,GE1G.DE^E14,DE0008400029,D2860B106,Ordinary Share,Xetra,Germany
Sky Deutschland Ord Shs,SKYDn.DE^I15,DE000SKYD000,D6997G102,Ordinary Share,Xetra,Germany
Geneart AG Ord Shs,G6AG.F^L10,DE000A0JJ4L4,D2783R105,Ordinary Share,Frankfurt Stock Exchange,Germany
Deutsche Industrie Grundbesitz REIT Ord Shs,JB7.DE^A22,DE000A2G9LL1,D1T0Z1102,Ordinary Share,Xetra,Germany
Wella Ord Shs,WADG.DE^K07,DE0007765604,D95676116,Ordinary Share,Xetra,Germany
Wavelight LaSer Ord Shs,WLTGe.DE^A05,DE000A0BVWK5,D9545W132,Ordinary Share,Xetra,Germany
Gilde Brauerei Common Stock,LABG.F^L03,DE0006485006,D28247100,Ordinary Share,Frankfurt Stock Exchange,Germany
TGE Marine Ord Shs,TGET.L^L09,DE000A0SFQK4,D8295S101,Ordinary Share,London Stock Exchange,Germany
Baden Wuertt Bk Common Stock,WBKG.F^E05,DE0008125006,D04816100,Ordinary Share,Frankfurt Stock Exchange,Germany
Deutsche Postbank Ord Shs,DPBGn.DE^L15,DE0008001009,D1922R109,Ordinary Share,Xetra,Germany
Akasol V Ord Shs,ASLVv.DE^E21,DE000A3H3MM8,D0R5FN117,Ordinary Share,Xetra,Germany
Allianz Lebens Ord Shs,ALLG.DE^L08,DE0008403007,D03136104,Ordinary Share,Xetra,Germany
HQ Life Ord Shs,HQL.LS^E16,DE000A1X3XQ8,D3R2JF103,Ordinary Share,Euronext Lisbon,Germany
AXA Lebensver Ord Shs,CLVG.F^G07,DE0008412305,D15471101,Ordinary Share,Frankfurt Stock Exchange,Germany
Dis Deutscher Industrie Service Ord Shs,DDEG.DE^F08,DE0005016901,D2150Y105,Ordinary Share,Xetra,Germany
Debitel AG Common Stock,DBLG.DE^E05,DE0005408009,D1704A100,Ordinary Share,Xetra,Germany
Nordag AG Common Stock,DOOGa.F^D04,DE0007474165,D22596163,Ordinary Share,Frankfurt Stock Exchange,Germany
VTG V Ord Shs,VTGGv.DE^L18,DE000VTG01V2,D8571N123,Ordinary Share,Xetra,Germany
D und S Online Common Stock,DSJGe.F^G04,DE0008164427,D2323Y131,Ordinary Share,Frankfurt Stock Exchange,Germany
Sued-Chemie Ord Shs,SUCG.F^L11,DE0007292005,D82154101,Ordinary Share,Frankfurt Stock Exchange,Germany
Duerkopp Adler Ord Shs,DKAG.F^G18,DE0006299001,D39404104,Ordinary Share,Frankfurt Stock Exchange,Germany
Fritz Fuss Common Stock,FEFG.F^J04,DE0005650204,D2391D100,Ordinary Share,Frankfurt Stock Exchange,Germany
Hoechst AG Common Stock,HOEG.DE^G05,DE0005758007,D33191103,Ordinary Share,Xetra,Germany
Leica Camera Ord Shs,LCAGk.F^I12,DE000A0EPU98,D4967L128,Ordinary Share,Frankfurt Stock Exchange,Germany
Augusta Techno (New) Ord Shs,ABEGe.DE^C06,DE000A0DMJ14,D04383119,Ordinary Share,Xetra,Germany
Advanced Medien Common Stock,DVNG.F^L03,DE0005093009,D0190K101,Ordinary Share,Frankfurt Stock Exchange,Germany
Isaria Wohnbau Ord Shs,JWBG.DE^H16,DE000A1E8H38,D38379109,Ordinary Share,Xetra,Germany
Intershop Ord Shs,ISHG.DE^G05,DE0007472920,D3622D117,Ordinary Share,Xetra,Germany
Autev E Ord Shs,LDPGe.F^B11,DE000A1E8G39,D0458J119,Ordinary Share,Frankfurt Stock Exchange,Germany
BUS Common Stock,BUSG.F^F03,DE0005285704,D10164107,Ordinary Share,Frankfurt Stock Exchange,Germany
Kali-Chemie AG Ord Shs,KCHG.F^H10,DE0006350002,D37751100,Ordinary Share,Frankfurt Stock Exchange,Germany
OFL Wertpap Ordinary Shares,SHBG.F^J03,DE0005236400,D1221Q109,Ordinary Share,Frankfurt Stock Exchange,Germany
Strabag Ord Shs,STBGn.F^A18,DE000A0Z23N2,D81698173,Ordinary Share,Frankfurt Stock Exchange,Germany
Landesbank Berlin Holding Ord Shs,BEBG.F^I13,DE0008023227,D7212K282,Ordinary Share,Frankfurt Stock Exchange,Germany
AXA Versicherung Common Stock,AXAG.F^L05,DE0008454505,D05377102,Ordinary Share,Frankfurt Stock Exchange,Germany
Scholz & Friends Common Stock,SFAG.F^K05,DE0006972805,D6838X108,Ordinary Share,Frankfurt Stock Exchange,Germany
Ehlebracht E Ord Shs,EHLGe.DE^G08,DE000A0S9RQ5,D23987155,Ordinary Share,Xetra,Germany
Infratec Ord Shs,I4TG.F^D11,DE000A1EMAT3,undefined,Ordinary Share,Frankfurt Stock Exchange,Germany
Cassona Ord Shs,COE.DE^A15,DE000A1C6T63,D1503S104,Ordinary Share,Xetra,Germany
AWD Holding V Ord Shs,AWDGv.DE^C08,DE000A0STYM5,D0460P137,Ordinary Share,Xetra,Germany
Fyber Ord Shs,FBEN.DE^H21,NL0014433377,N7507L101,Ordinary Share,Xetra,Germany
Berlin Hannoversche Hypothekenbank Young Ord Shs,BHHGe.F^B06,DE0008029018,D12936163,Ordinary Share,Frankfurt Stock Exchange,Germany
COR AG Financial Tech Ord Shs,COCG.DE^J09,DE0005083208,D1638C107,Ordinary Share,Xetra,Germany
Allbecon Ord Shs,ABXG.DE^E07,DE0005086003,D0266Y100,Ordinary Share,Xetra,Germany
GEA AG Common Stock,GEAG.DE^E05,DE0005857007,D2756K111,Ordinary Share,Xetra,Germany
Hamburg Hochbahn Common Stock,HHOG.F^K03,DE0008247008,D29486103,Ordinary Share,Frankfurt Stock Exchange,Germany
Sappi Ehingen AG Common Stock,SWZG.F^G03,DE0007218703,D68816103,Ordinary Share,Frankfurt Stock Exchange,Germany
CinemaxX Ord Shs,MXCG.F^B14,DE0005085708,D15327105,Ordinary Share,Frankfurt Stock Exchange,Germany
Douglas Holding Ord Shs,DOHG.F^G13,DE0006099005,D2290M102,Ordinary Share,Frankfurt Stock Exchange,Germany
Beru AG Ord Shs,BZLG.DE^J09,DE0005072102,D1015D108,Ordinary Share,Xetra,Germany
Jaxx E Ord Shs,FXXGne.DE^F11,DE000A1H30L7,D3759Z121,Ordinary Share,Xetra,Germany
Forst Ebnath Ord Shs,FEBG.F^I15,DE0005773006,D26835104,Ordinary Share,Frankfurt Stock Exchange,Germany
Koelnische Rueckversicherungs-Gesellschaft Regd Ord Shs,KRVG.DE^B09,DE0008422007,D39632100,Ordinary Share,Xetra,Germany
Nanogate E Ord Shs,N7GJe.DE^F17,DE000A2DAPR0,D5S530118,Ordinary Share,Xetra,Germany
Deutsche Immobilien Holding Ord Shs,NOWG.F^E13,DE0007473043,D17580115,Ordinary Share,Frankfurt Stock Exchange,Germany
Contigas Ord Shs,DCGG.F^K05,DE0005504005,D16155190,Ordinary Share,Frankfurt Stock Exchange,Germany
Aditron Common Stock,AHGGn.F^G03,DE0007035107,D6513N102,Ordinary Share,Frankfurt Stock Exchange,Germany
Schuler Ord Shs,SCUVv.DE^B13,DE000A1PG9F9,D68503172,Ordinary Share,Xetra,Germany
Caatoosee Common Stock,CATG.DE^F05,DE0006178353,D1463S102,Ordinary Share,Xetra,Germany
Glunz AG Common Stock,GLUG.F^C06,DE0005887202,D28415111,Ordinary Share,Frankfurt Stock Exchange,Germany
Bayerische Immob Common Stock,BIMG.F^D05,DE0006966005,D2911N109,Ordinary Share,Frankfurt Stock Exchange,Germany
DAB Bank Ord Shs,DRNG.DE^G15,DE0005072300,D1651C109,Ordinary Share,Xetra,Germany
Sinn Leffers Ordinary Shares,WHGG.F^E05,DE0007773004,D69785109,Ordinary Share,Frankfurt Stock Exchange,Germany
Bien-Zenker Ord Shs,BIEG.F^G14,DE0005228100,D11564107,Ordinary Share,Frankfurt Stock Exchange,Germany
Hess Ord Shs,HEAG.DE^K13,DE000A0N3EJ6,D3R20H109,Ordinary Share,Xetra,Germany
Rheinhold & Mah Common Stock,RMAG.F^G03,DE0007016701,D64342104,Ordinary Share,Frankfurt Stock Exchange,Germany
Kloeckner-Werke Ord Shs,KLKG.DE^A11,DE0006780000,D39233107,Ordinary Share,Xetra,Germany
PETROTEC Ord Shs,PT8G.F^J15,DE000PET1111,D60695109,Ordinary Share,Frankfurt Stock Exchange,Germany
Man Roland Druck Common Stock,ROLG.F^G03,DE0005751002,D51887103,Ordinary Share,Frankfurt Stock Exchange,Germany
Deutsche Hypobk Common Stock,HHYGe.F^F03,DE0007472995,D18948170,Ordinary Share,Frankfurt Stock Exchange,Germany
Alcatel SEL AG Common Stock,SELG.F^L03,DE0006619000,D80957109,Ordinary Share,Frankfurt Stock Exchange,Germany
Actris Ord Shs,HNGG.F^J10,DE0006107006,D0070J109,Ordinary Share,Frankfurt Stock Exchange,Germany
WMF Ord Shs,WMFG.F^C15,DE0007803009,D96980103,Ordinary Share,Frankfurt Stock Exchange,Germany
Magix N Ord Shs,MGXGn.F^L14,DE0007220782,D0941C101,Ordinary Share,Frankfurt Stock Exchange,Germany
Linos Ord Shs,LIAG.DE^G09,DE0005256507,D5044Y108,Ordinary Share,Xetra,Germany
Heinrich Common Stock,HBBG.F^J05,DE0006118003,D31937101,Ordinary Share,Frankfurt Stock Exchange,Germany
ComputerLinks V Ord Shs,CPXGv.DE^H08,DE000A0WMNA0,D1589L122,Ordinary Share,Xetra,Germany
Loewe Ord Shs,LOEKk.F^J14,DE000A1X3W34,D5056G136,Ordinary Share,Frankfurt Stock Exchange,Germany
DZ Bank Common Stock,SGZGpg.F^J03,,undefined,Ordinary Share,Frankfurt Stock Exchange,Germany
Hoeft & Wessel E Ord Shs,HWSJe.DE^L13,DE000A1X3SL9,D3R2JH117,Ordinary Share,Xetra,Germany
Vattenfall Eur Ord Shs,VTTG.DE^D08,DE0006012008,D29657109,Ordinary Share,Xetra,Germany
Geld Art Ord Shs,G3AG.DE^B09,DE000A0JJTH5,D2839Q101,Ordinary Share,Xetra,Germany
Powerland Ord Shs,PWLD.DE^L15,DE000PLD5558,D6174D104,Ordinary Share,Xetra,Germany
VK Muehlen Ord Shs,VKLG.F^F14,DE0007629008,D86429103,Ordinary Share,Frankfurt Stock Exchange,Germany
Swarco Traffic Ord Shs,MTBG.F^K14,DE0007236309,D8279D104,Ordinary Share,Frankfurt Stock Exchange,Germany
Barmag AG Common Stock,BRGG.F^I03,DE0005165906,D06076109,Ordinary Share,Frankfurt Stock Exchange,Germany
DNICK Holding Ord Shs,D2H.F^A13,GB00B06ZX541,G28964107,Ordinary Share,Frankfurt Stock Exchange,Germany
Abit AG Ord Shs,ABIG.DE^H06,DE0005122501,D00407102,Ordinary Share,Xetra,Germany
Premier Trading Ord Shs,PWP.F^L12,DE000A1H8886,D6174E102,Ordinary Share,Frankfurt Stock Exchange,Germany
Russia Total Return Ord Shs,RR6G.F^L12,DE0006039985,undefined,Ordinary Share,Frankfurt Stock Exchange,Germany
POLIS Immobilien Ord Shs,PQLG.DE^J15,DE0006913304,D6144M101,Ordinary Share,Xetra,Germany
P&I Personal & Informatik Ord Shs,PUIG.F^J14,DE0006913403,D6024Q107,Ordinary Share,Frankfurt Stock Exchange,Germany
ROEDER Zeltsysteme und Service Ord Shs,RZSG.F^G14,DE0007066003,D6587N103,Ordinary Share,Frankfurt Stock Exchange,Germany
Hagen Batterie Common Stock,HBAGa.F^L03,DE0007241259,D29134117,Ordinary Share,Frankfurt Stock Exchange,Germany
Kromschroeder Ord Shs,KROG.F^G06,DE0006334006,D47384108,Ordinary Share,Frankfurt Stock Exchange,Germany
IDS Scheer Ord Shs,IDRG.DE^L10,DE0006257009,D3462A108,Ordinary Share,Xetra,Germany
GSC Portfolio Ord Shs,GPJ.F^L12,DE000A0TGJT6,undefined,Ordinary Share,Frankfurt Stock Exchange,Germany
Wuerzb Hofbraeu Ord Shs,WHBG.F^K06,DE0007808008,D97880104,Ordinary Share,Frankfurt Stock Exchange,Germany
Kolbenschmidt Ord Shs,KPGG.DE^J07,DE0007037905,D6513M104,Ordinary Share,Xetra,Germany
GPC Biotech Ord Shs,GPCG.DE^K09,DE0005851505,D2027G105,Ordinary Share,Xetra,Germany
Impreglon Ord Shs,I3MG.DE^L15,DE000A0BLCV5,D3624L117,Ordinary Share,Xetra,Germany
Phoenix AG Ord Shs,PHRG.DE^A07,DE0006031008,D60836109,Ordinary Share,Xetra,Germany
MCS Modulare Ord Shs,MCOG.F^L12,DE0006582802,D54509100,Ordinary Share,Frankfurt Stock Exchange,Germany
F24 N Ord Shs,F2YGn.F^I17,DE000A12UK24,D28136113,Ordinary Share,Frankfurt Stock Exchange,Germany
BKN International Common Stock,BKQGeq.L^D04,DE0008164237,D11886138,Ordinary Share,London Stock Exchange,Germany
Pelikan Ord Shs,HEZG.F^L17,DE0006053101,D32222107,Ordinary Share,Frankfurt Stock Exchange,Germany
Ccr Logistics Systems Ord Shs,CCRG.F^G15,DE0007627200,D14947101,Ordinary Share,Frankfurt Stock Exchange,Germany
MVS Miete Common Stock,MVSG.F^L04,DE0006656804,D56391101,Ordinary Share,Frankfurt Stock Exchange,Germany
Thenergo Sustainable Energy Ord Shs,ENOG.DE^C09,DE0005492821,D8296A141,Ordinary Share,Xetra,Germany
Adler Modemaerkte Ord Shs,ADDG.F^H21,DE000A1H8MU2,D0190F102,Ordinary Share,Frankfurt Stock Exchange,Germany
Utimaco Safeware Ord Shs,UTIG.F^H12,DE0007572406,D16764108,Ordinary Share,Frankfurt Stock Exchange,Germany
Dyckerhoff Ord Shs,DYKG.DE^I13,DE0005591002,D23622109,Ordinary Share,Xetra,Germany
Stahlwk Bochum Common Stock,SWBG.F^H03,DE0007250003,D80843101,Ordinary Share,Frankfurt Stock Exchange,Germany
WET Automotive Systems Ord Shs,WETG.F^K13,DE0005081608,D9632P107,Ordinary Share,Frankfurt Stock Exchange,Germany
GFK Ord Shs,GFKG.DE^J17,DE0005875306,D2823H109,Ordinary Share,Xetra,Germany
Curasan K Ord Shs,CURk.DE^J20,DE000A2YPGM4,D1648X166,Ordinary Share,Xetra,Germany
Oldenburgische Landesbank Ord Shs,OLBG.F^G18,DE0008086000,D58670106,Ordinary Share,Frankfurt Stock Exchange,Germany
Sachsenmilch Ord Shs,SAHGk.F^L16,DE000A0DRXC4,D66622123,Ordinary Share,Frankfurt Stock Exchange,Germany
Wuertt Leben D Ord Shs,WLVGd.F^G15,DE0008405028,D03024136,Ordinary Share,Frankfurt Stock Exchange,Germany
Babylon Capital Ord Shs,B5CG.F^L12,DE000A0DPQS8,D05517103,Ordinary Share,Frankfurt Stock Exchange,Germany
A. Moksel Ord Shs,MKSG.F^H11,DE0006622301,D54737107,Ordinary Share,Frankfurt Stock Exchange,Germany
Triumph-Adler Ord Shs,TWNG.DE^J10,DE0007495004,D82895109,Ordinary Share,Xetra,Germany
W.O.M. World of Medcine Ord Shs,WOMG.DE^H12,DE0006637390,D9719M100,Ordinary Share,Xetra,Germany
Carl Schenck AG Common Stock,CSCG.F^I04,DE0007171704,D67220117,Ordinary Share,Frankfurt Stock Exchange,Germany
Infinite Energy Holding Ord Shs,5VPG.F^L12,DE000A0TGNC4,D94950108,Ordinary Share,Frankfurt Stock Exchange,Germany
Mannheimer Holding Ord Shs,MAVG.F^C13,DE0008428004,D51830111,Ordinary Share,Frankfurt Stock Exchange,Germany
Eisenhandel Ord Shs,DEHG.F^D07,DE0005508006,D19404108,Ordinary Share,Frankfurt Stock Exchange,Germany
DVB Bank Ord Shs,DVBG.F^H17,DE0008045501,D20487100,Ordinary Share,Frankfurt Stock Exchange,Germany
Kuehnle Kopp Ord Shs,KKKG.F^F06,DE0005027700,D47897109,Ordinary Share,Frankfurt Stock Exchange,Germany
Steffen AG Common Stock,SFFG.F^J03,DE0007257305,D80986116,Ordinary Share,Frankfurt Stock Exchange,Germany
Depfa Bank Common Stock,DPFG.DE^B05,DE0008047002,D1R59R105,Ordinary Share,Xetra,Germany
Autania Ord Shs,AUTG.DE^J08,DE0005078000,D04480105,Ordinary Share,Xetra,Germany
TIAG Tabbert Ind Ord Shs,TIAG.F^C07,DE0007482606,D84007109,Ordinary Share,Frankfurt Stock Exchange,Germany
Stelcon AG Common Stock,STCG.F^K03,DE0007263600,D81071108,Ordinary Share,Frankfurt Stock Exchange,Germany
DO Deutsche Office Ord Shs,PMO1.DE^J15,DE000PRME038,D2R3ME102,Ordinary Share,Xetra,Germany
Sedo Holding Ord Shs,SDOGn.DE^C14,DE0005490155,D6901P107,Ordinary Share,Xetra,Germany
buch.de internetstores Ord Shs,BUEG.DE^E14,DE0005204606,D14166108,Ordinary Share,Xetra,Germany
UBAG Unternehmer Common Stock,IHUG.DE^K04,DE0006138605,D3608X103,Ordinary Share,Xetra,Germany
Techem V Ord Shs,TNHGv.DE^B07,DE000A0LD5X8,D83027116,Ordinary Share,Xetra,Germany
KINGHERO Ord Shs,KH6G.DE^E15,DE000A0XFMW8,D60953102,Ordinary Share,Xetra,Germany
Triumph International Ord Shs,TRIG.F^B12,DE0007494908,D84605118,Ordinary Share,Frankfurt Stock Exchange,Germany
PA Power Automation E Ord Shs,PPAGe.F^F08,DE000A0H5206,D5963P138,Ordinary Share,Frankfurt Stock Exchange,Germany
Bau-Verein Hamburg Ord Shs,BVHG.DE^K12,DE0005179006,D06944116,Ordinary Share,Xetra,Germany
living-e Ord Shs,L3EG.DE^C10,DE000A0J2XA3,D51046106,Ordinary Share,Xetra,Germany
Hansen Sicherheitstechnik Ord Shs,H1SG.F^L12,DE000HAST002,D3297Z104,Ordinary Share,Frankfurt Stock Exchange,Germany
Itelligence Ord Shs,ILHG.DE^F13,DE0007300402,D36825103,Ordinary Share,Xetra,Germany
SCA Hygiene Products Ord Shs,PWAG.F^F13,DE0006889801,D59639118,Ordinary Share,Frankfurt Stock Exchange,Germany
Eurohypo Ord Shs,EHYG.DE^G08,DE0008076001,D64427210,Ordinary Share,Xetra,Germany
Microlog Logistc Common Stock,MKLGv.F^E03,DE0007472433,D54109125,Ordinary Share,Frankfurt Stock Exchange,Germany
INKA Common Stock,BRAG.F^A04,DE0005251003,D84719109,Ordinary Share,Frankfurt Stock Exchange,Germany
Heliocentris Energy Solutions Ord Shs,H2Fn.F^C20,DE000A1MMHE3,D3453Z104,Ordinary Share,Frankfurt Stock Exchange,Germany
Travel Viva Ord Shs,TV0G.DE^J14,DE000A0HNGF2,D84044102,Ordinary Share,Xetra,Germany
Schleicher Common Stock,SCLG.F^J03,DE0007175101,D6758N106,Ordinary Share,Frankfurt Stock Exchange,Germany
Broadnet Ord Shs,MSCG.DE^K07,DE0005490866,D1245P103,Ordinary Share,Xetra,Germany
Mania Technolog Ord Shs,MNIG.F^K13,DE0006620701,D51759104,Ordinary Share,Frankfurt Stock Exchange,Germany
